country,year,sex,list,agf,cause,m0,m1,m5,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,m75,m80,m85p,m85,m90p,m90,m95p,m95,m100p
GBRTENW,2005,2,interm,3,12,0,0,0,0,0,1,3,5,7,10,11,24,35,66,127,206,320,448,750,704,822,770,1008,.,.
GBRTENW,2005,2,interm,3,13,0,0,0,0,0,2,2,6,7,23,29,59,126,195,328,510,736,1139,1692,1502,1992,2018,1901,.,.
GBRTENW,2005,2,interm,3,14,0,0,0,0,0,1,0,2,3,14,19,43,59,83,171,238,300,455,834,722,1012,942,1255,.,.
GBRTENW,2005,2,interm,3,15,0,1,0,0,1,2,0,3,2,6,12,16,34,46,94,121,166,244,288,273,313,321,285,.,.
GBRTENW,2005,2,interm,3,16,0,0,0,0,0,0,1,1,4,11,22,57,118,206,305,447,568,823,939,926,959,967,932,.,.
GBRTENW,2005,2,interm,3,17,0,0,0,0,0,0,1,1,2,11,16,26,43,71,123,183,288,420,612,521,756,804,589,.,.
GBRTENW,2005,2,interm,3,18,0,0,0,0,0,0,0,0,0,0,4,5,5,6,15,14,22,31,34,28,43,44,38,.,.
GBRTENW,2005,2,interm,3,19,0,0,0,0,0,1,1,3,12,36,108,262,457,778,1230,1726,2464,2503,2102,2266,1841,1993,1312,.,.
GBRTENW,2005,2,interm,3,20,0,0,0,0,1,2,5,7,12,23,24,27,34,51,67,83,118,150,327,250,450,400,627,.,.
GBRTENW,2005,2,interm,3,21,0,0,0,0,1,0,7,33,89,190,286,433,634,707,806,1002,1428,1778,3093,2454,4106,3606,5855,.,.
GBRTENW,2005,2,interm,3,22,0,0,0,0,0,1,8,19,25,29,31,44,46,40,70,74,94,142,165,176,148,158,114,.,.
GBRTENW,2005,2,interm,3,23,0,0,0,0,0,0,0,1,2,5,11,29,56,110,158,203,219,283,394,338,482,483,475,.,.
GBRTENW,2005,2,interm,3,24,0,0,0,0,0,3,4,8,13,25,67,125,215,320,426,511,558,643,662,671,647,631,703,.,.
GBRTENW,2005,2,interm,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2005,2,interm,3,26,0,0,0,0,0,1,0,2,1,1,7,10,11,26,32,53,61,100,196,213,169,158,209,.,.
GBRTENW,2005,2,interm,3,27,0,0,1,0,0,0,0,0,0,4,8,13,22,29,90,145,258,386,686,581,853,809,1008,.,.
GBRTENW,2005,2,interm,3,28,3,1,1,1,1,0,1,2,2,7,14,27,42,62,113,142,223,247,296,315,266,266,266,.,.
GBRTENW,2005,2,interm,3,29,10,1,10,7,6,4,3,11,15,24,40,46,81,119,114,134,146,135,87,93,79,74,95,.,.
GBRTENW,2005,2,interm,3,30,0,7,3,6,12,10,10,7,12,13,11,26,51,55,118,180,308,354,600,495,766,686,1046,.,.
GBRTENW,2005,2,interm,3,31,0,1,1,3,3,5,7,7,10,20,30,61,91,158,259,385,523,673,872,907,817,844,722,.,.
GBRTENW,2005,2,interm,3,32,0,0,0,0,0,0,0,1,0,2,7,10,17,26,25,45,58,90,144,137,157,158,152,.,.
GBRTENW,2005,2,interm,3,33,3,7,6,9,8,8,10,14,25,35,83,136,232,363,570,809,1351,1885,2695,2405,3154,3034,3574,.,.
GBRTENW,2005,2,interm,3,34,0,0,3,3,3,3,3,4,6,6,11,18,32,51,92,135,265,423,909,755,1154,1061,1483,.,.
GBRTENW,2005,2,interm,3,35,0,0,0,2,1,3,3,2,10,13,17,16,42,58,134,255,492,736,1797,1287,2606,2378,3403,.,.
GBRTENW,2005,2,interm,3,36,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,9,6,18,9,32,25,57,.,.
GBRTENW,2005,2,interm,3,37,60,15,4,4,10,10,9,9,6,12,12,14,28,27,49,62,101,166,628,405,981,844,1464,.,.
GBRTENW,2005,2,interm,3,38,27,6,1,3,5,1,2,4,2,5,4,6,12,18,28,53,76,136,390,227,648,513,1122,.,.
GBRTENW,2005,2,interm,3,39,0,0,0,0,0,0,0,0,0,0,0,1,8,21,52,195,716,2331,9688,6014,15517,13181,23687,.,.
GBRTENW,2005,2,interm,3,40,0,0,0,0,0,0,0,5,7,6,12,16,15,11,5,6,3,1,7,12,0,0,0,.,.
GBRTENW,2005,2,interm,3,41,0,0,0,1,3,7,13,12,12,9,6,1,0,1,2,1,1,0,1,0,4,5,0,.,.
GBRTENW,2005,2,interm,3,42,0,1,1,1,2,1,1,2,0,3,1,1,2,4,3,8,11,55,156,130,199,158,342,.,.
GBRTENW,2005,2,interm,3,43,44,3,1,2,2,1,3,5,11,21,33,67,90,118,167,177,191,188,159,174,137,143,114,.,.
GBRTENW,2005,2,interm,3,44,3,0,0,0,0,1,0,0,0,0,1,1,3,7,48,142,362,578,1070,954,1255,1238,1312,.,.
GBRTENW,2005,2,interm,3,45,10,3,2,0,1,0,1,1,0,1,3,3,11,29,65,161,474,1078,2791,2016,4021,3502,5836,.,.
GBRTENW,2005,2,interm,3,46,3,2,4,5,3,14,17,14,14,8,17,15,18,18,15,20,40,42,107,102,115,94,190,.,.
GBRTENW,2005,2,interm,3,47,87,16,7,10,12,12,7,10,8,16,19,24,28,35,44,57,85,117,193,160,247,247,247,.,.
GBRTENW,2005,2,interm,3,48,3,0,0,0,0,0,0,2,0,1,4,7,10,21,52,103,147,218,350,336,372,370,380,.,.
GBRTENW,2005,2,interm,3,49,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,5,21,105,483,252,850,745,1217,.,.
GBRTENW,2005,2,interm,3,50,0,0,0,0,0,1,2,1,1,4,10,15,20,46,75,124,254,459,1058,808,1454,1386,1692,.,.
GBRTENW,2005,2,interm,3,51,3,0,0,0,0,1,2,5,8,27,46,85,171,334,678,1333,2589,4726,9102,7445,11732,11020,14220,.,.
GBRTENW,2005,2,interm,3,52,0,0,0,0,0,0,0,4,7,16,47,67,103,224,418,666,1249,2098,3620,3178,4322,4139,4962,.,.
GBRTENW,2005,2,interm,3,53,7,1,0,0,0,0,0,1,3,13,20,38,74,183,398,898,1936,4249,12484,8561,18709,16007,28155,.,.
GBRTENW,2005,2,interm,3,54,3,2,0,0,1,1,2,5,7,12,17,22,38,55,96,159,322,565,1056,877,1339,1292,1502,.,.
GBRTENW,2005,2,interm,3,55,0,0,0,0,1,1,1,2,1,3,3,10,16,35,78,139,284,621,1560,1278,2008,1860,2528,.,.
GBRTENW,2005,2,interm,3,56,0,0,0,1,0,1,1,0,0,0,1,0,2,1,1,4,3,6,28,9,57,30,152,.,.
GBRTENW,2005,2,interm,3,57,0,0,1,0,0,1,1,1,0,3,3,7,9,31,91,219,493,1287,5334,3079,8913,7173,14999,.,.
GBRTENW,2005,2,interm,3,58,50,3,2,2,3,5,3,8,14,24,29,39,42,79,115,197,424,964,3837,2313,6257,4948,10836,.,.
GBRTENW,2005,2,interm,3,59,0,2,1,1,2,6,6,13,28,46,83,124,142,175,261,417,667,952,1466,1368,1621,1677,1426,.,.
GBRTENW,2005,2,interm,3,60,0,0,0,0,1,1,3,4,2,2,10,11,16,36,75,169,378,880,2091,1581,2900,2664,3726,.,.
GBRTENW,2005,2,interm,3,61,10,2,0,0,0,1,1,2,1,6,14,22,50,143,355,984,2675,6444,20049,13714,30102,26076,44181,.,.
GBRTENW,2005,2,interm,3,62,3,0,0,0,0,1,0,1,0,0,0,2,1,4,11,49,126,319,934,727,1264,1070,1939,.,.
GBRTENW,2005,2,interm,3,63,0,0,0,0,0,2,3,2,3,7,7,19,20,69,178,447,901,1647,3494,2813,4576,4292,5570,.,.
GBRTENW,2005,2,interm,3,64,0,1,0,1,2,4,6,6,10,19,26,27,42,64,131,197,346,640,1231,1058,1506,1485,1578,.,.
GBRTENW,2005,2,interm,3,65,13,3,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,4,13,9,20,20,19,.,.
GBRTENW,2005,2,interm,3,66,30,9,3,0,3,4,6,7,12,19,32,57,75,154,282,630,1622,4153,18973,10075,33093,25405,59979,.,.
GBRTENW,2005,2,interm,3,67,7,1,1,0,0,0,1,0,1,0,2,6,6,14,18,42,83,218,867,627,1247,962,2243,.,.
GBRTENW,2005,2,interm,3,68,0,1,3,3,3,4,2,1,4,7,11,13,25,26,29,55,93,186,445,331,626,577,798,.,.
GBRTENW,2005,2,interm,3,69,0,0,0,0,0,1,1,1,1,7,22,70,164,371,756,1436,2508,3563,4375,4202,4651,4469,5285,.,.
GBRTENW,2005,2,interm,3,70,7,1,0,1,1,1,0,1,1,1,2,12,15,15,36,55,142,300,994,690,1477,1312,2053,.,.
GBRTENW,2005,2,interm,3,71,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,3,6,5,4,7,0,0,0,.,.
GBRTENW,2005,2,interm,3,72,0,1,1,1,0,2,1,1,0,4,6,9,16,41,85,141,233,314,463,444,493,498,475,.,.
GBRTENW,2005,2,interm,3,73,23,3,1,1,2,2,1,3,3,7,6,10,18,31,71,155,432,1096,4094,2169,7149,5323,13536,.,.
GBRTENW,2005,2,interm,3,74,0,0,0,0,1,0,1,2,2,3,12,13,19,42,67,136,277,512,970,808,1228,1090,1711,.,.
GBRTENW,2005,2,interm,3,75,0,0,0,0,1,0,0,0,0,1,3,4,3,9,20,37,69,140,309,243,414,380,532,.,.
GBRTENW,2005,2,interm,3,76,27,3,0,0,2,3,2,4,4,13,20,37,60,103,219,437,858,1666,3454,2787,4511,4203,5589,.,.
GBRTENW,2005,2,interm,3,77,0,0,0,0,1,3,7,17,40,68,130,140,134,113,96,55,39,19,14,19,8,10,0,.,.
GBRTENW,2005,2,interm,3,78,0,0,0,0,0,0,1,3,7,13,21,24,33,46,67,91,113,138,88,113,47,49,38,.,.
GBRTENW,2005,2,interm,3,79,10,2,1,0,0,1,2,4,7,12,15,26,30,35,32,48,52,69,59,58,60,44,114,.,.
GBRTENW,2005,2,interm,3,80,0,0,0,0,1,1,1,0,1,0,3,5,9,17,39,55,130,227,608,426,898,725,1502,.,.
GBRTENW,2005,2,interm,3,81,0,1,1,0,0,1,1,2,4,1,4,12,9,15,41,45,97,135,256,252,263,257,285,.,.
GBRTENW,2005,2,interm,3,82,7,0,0,1,1,2,1,4,3,8,10,14,15,31,42,93,190,406,1416,977,2113,1761,3346,.,.
GBRTENW,2005,2,interm,3,83,0,0,0,0,0,1,1,2,2,1,7,7,13,16,34,59,143,304,924,641,1372,1140,2186,.,.
GBRTENW,2005,2,interm,3,84,3,2,0,1,2,1,5,6,2,8,11,21,38,61,95,180,405,779,2241,1523,3379,2856,5209,.,.
GBRTENW,2005,2,interm,3,85,7,0,0,0,0,1,1,1,0,2,3,9,7,9,15,35,46,93,204,160,275,261,323,.,.
GBRTENW,2005,2,interm,3,86,3,1,0,1,1,0,1,1,4,4,3,9,15,33,54,92,190,419,1187,755,1872,1500,3175,.,.
GBRTENW,2005,2,interm,3,87,7,0,0,0,1,1,1,1,3,3,6,13,20,31,88,179,429,1048,3427,2215,5349,4563,8099,.,.
GBRTENW,2005,2,interm,3,88,0,0,0,0,0,0,0,1,0,2,2,2,4,5,8,12,17,31,62,49,83,79,95,.,.
GBRTENW,2005,2,interm,3,89,0,0,0,0,2,2,6,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2005,2,interm,3,90,2438,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2005,2,interm,3,91,1123,35,9,9,9,10,13,10,15,10,15,21,23,27,27,24,38,42,59,65,51,54,38,.,.
GBRTENW,2005,2,interm,3,92,221,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2005,2,interm,3,93,7,6,3,12,45,32,24,15,20,17,20,20,19,24,27,40,51,74,67,67,66,69,57,.,.
GBRTENW,2005,2,interm,3,94,0,1,1,1,1,2,2,4,3,12,16,17,24,34,39,74,153,420,1070,780,1530,1287,2376,.,.
GBRTENW,2005,2,interm,3,95,3,2,1,3,1,0,0,2,0,0,4,2,2,4,2,5,5,1,1,2,0,0,0,.,.
GBRTENW,2005,2,interm,3,96,0,4,2,2,0,1,1,3,3,1,4,4,1,2,7,8,13,27,19,19,19,25,0,.,.
GBRTENW,2005,2,interm,3,97,0,0,0,0,0,1,2,3,3,7,5,4,3,3,2,0,0,0,0,0,0,0,0,.,.
GBRTENW,2005,2,interm,3,98,0,1,0,1,10,8,7,16,13,16,16,10,13,8,6,5,5,9,9,5,16,10,38,.,.
GBRTENW,2005,2,interm,3,99,47,5,1,1,1,1,6,2,3,5,1,8,4,1,6,9,30,36,82,56,123,99,209,.,.
GBRTENW,2005,2,interm,3,100,0,0,0,1,15,19,37,34,39,39,47,53,46,35,28,25,32,30,47,42,55,54,57,.,.
GBRTENW,2005,2,interm,3,101,3,2,1,0,2,3,2,2,2,1,2,1,1,0,1,2,1,5,6,2,12,10,19,.,.
GBRTENW,2005,2,interm,3,102,37,6,4,5,22,30,26,27,29,31,33,32,23,24,24,17,19,29,30,30,31,35,19,.,.
GBRTENW,2005,2,interm,3,103,7,0,1,0,1,1,2,2,3,1,2,4,10,9,18,17,25,50,66,58,78,79,76,.,.
GBRTENW,2005,2,interm,3,104,3,0,0,1,0,4,1,2,3,4,4,10,12,17,23,62,166,526,2207,1190,3821,2940,6901,.,.
GBRTENW,2006,2,interm,3,0,4694,221,87,102,222,251,332,436,711,1120,1814,2894,4445,6902,11168,18831,33782,60904,146541,105097,216880,187552,316201,.,.
GBRTENW,2006,2,interm,3,1,3,0,0,0,0,1,0,2,1,2,2,2,6,19,50,95,283,652,1821,1330,2655,2328,3763,.,.
GBRTENW,2006,2,interm,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7,16,18,66,47,98,83,146,.,.
GBRTENW,2006,2,interm,3,3,3,0,0,0,1,1,2,2,3,2,3,2,5,7,8,20,29,40,50,43,62,59,73,.,.
GBRTENW,2006,2,interm,3,4,29,8,1,1,2,1,1,2,7,5,10,15,20,25,42,106,172,373,740,584,1006,882,1425,.,.
GBRTENW,2006,2,interm,3,5,32,9,1,0,2,1,1,1,0,1,2,1,3,4,2,8,7,36,60,41,93,83,128,.,.
GBRTENW,2006,2,interm,3,6,0,0,1,0,1,0,5,7,7,6,5,1,1,2,2,1,2,0,0,0,0,0,0,.,.
GBRTENW,2006,2,interm,3,7,0,0,0,1,0,1,0,1,0,0,3,2,3,5,10,11,8,5,4,6,0,0,0,.,.
GBRTENW,2006,2,interm,3,8,16,2,2,0,0,1,1,1,2,3,2,3,1,8,7,8,17,17,45,21,86,74,128,.,.
GBRTENW,2006,2,interm,3,9,3,1,0,1,0,1,0,1,2,1,1,1,2,3,6,5,10,8,7,6,8,5,18,.,.
GBRTENW,2006,2,interm,3,10,0,0,0,0,1,0,1,2,4,8,7,28,31,35,50,55,73,110,187,139,270,225,420,.,.
GBRTENW,2006,2,interm,3,11,0,0,0,0,0,0,2,0,1,8,20,36,65,121,160,232,389,570,745,723,784,794,749,.,.
GBRTENW,2006,2,interm,3,12,0,0,0,0,0,1,1,1,8,12,12,23,35,52,102,171,303,465,708,697,728,711,786,.,.
GBRTENW,2006,2,interm,3,13,0,0,0,0,0,1,3,6,11,18,44,58,120,176,297,445,727,1083,1835,1631,2182,2206,2101,.,.
GBRTENW,2006,2,interm,3,14,0,0,0,0,0,1,2,2,2,9,23,45,67,95,152,239,329,458,762,650,951,892,1151,.,.
GBRTENW,2006,2,interm,3,15,0,0,0,0,0,1,1,2,2,3,8,22,32,57,102,125,188,238,274,267,286,289,274,.,.
GBRTENW,2006,2,interm,3,16,0,0,0,0,0,0,0,2,2,8,28,51,102,191,314,411,598,756,944,936,957,970,913,.,.
GBRTENW,2006,2,interm,3,17,0,0,0,0,0,0,0,1,2,8,14,22,37,79,120,159,256,420,623,554,741,706,859,.,.
GBRTENW,2006,2,interm,3,18,0,0,0,0,0,0,0,0,1,0,2,5,7,13,13,16,19,35,23,19,30,39,0,.,.
GBRTENW,2006,2,interm,3,19,0,0,0,1,0,1,2,4,14,46,120,261,531,807,1262,1728,2401,2698,2134,2339,1787,1813,1699,.,.
GBRTENW,2006,2,interm,3,20,0,0,0,0,1,1,1,9,7,15,16,28,32,55,72,93,124,132,301,235,414,299,804,.,.
GBRTENW,2006,2,interm,3,21,0,0,0,0,1,1,9,29,100,169,290,422,590,717,792,1019,1356,1789,3078,2506,4050,3509,5882,.,.
GBRTENW,2006,2,interm,3,22,0,0,0,0,0,2,12,18,23,28,35,44,34,50,43,64,88,111,145,135,162,162,164,.,.
GBRTENW,2006,2,interm,3,23,0,0,0,0,0,0,0,0,3,4,12,31,69,83,148,197,252,271,387,368,419,392,512,.,.
GBRTENW,2006,2,interm,3,24,0,0,0,0,1,1,3,5,10,24,51,116,211,324,392,512,591,628,644,669,602,608,585,.,.
GBRTENW,2006,2,interm,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2006,2,interm,3,26,0,0,0,0,0,0,1,2,1,2,3,8,18,15,37,55,67,113,216,169,296,260,420,.,.
GBRTENW,2006,2,interm,3,27,0,0,0,0,0,0,0,1,2,2,10,11,26,40,108,126,251,424,635,534,806,725,1078,.,.
GBRTENW,2006,2,interm,3,28,6,2,2,0,2,0,1,1,2,8,14,24,37,61,111,179,202,260,334,321,355,358,347,.,.
GBRTENW,2006,2,interm,3,29,0,11,7,7,5,9,5,14,19,24,35,50,79,97,147,131,161,158,128,141,106,132,18,.,.
GBRTENW,2006,2,interm,3,30,0,10,6,2,7,5,7,7,10,18,19,28,33,67,84,164,249,368,620,575,696,686,731,.,.
GBRTENW,2006,2,interm,3,31,0,0,0,1,3,4,5,6,18,14,26,44,89,138,278,409,578,724,906,857,988,1059,749,.,.
GBRTENW,2006,2,interm,3,32,0,0,1,0,0,0,1,1,0,2,3,7,13,18,43,49,55,109,114,120,106,88,164,.,.
GBRTENW,2006,2,interm,3,33,6,9,5,7,9,7,8,15,25,45,66,115,209,358,546,790,1260,1847,2434,2213,2810,2808,2813,.,.
GBRTENW,2006,2,interm,3,34,13,5,1,1,2,1,5,4,6,10,10,15,27,46,72,133,257,393,823,661,1100,1068,1206,.,.
GBRTENW,2006,2,interm,3,35,0,0,0,1,2,5,5,6,7,14,15,26,43,57,127,236,413,766,1694,1101,2700,2240,4256,.,.
GBRTENW,2006,2,interm,3,36,3,0,0,0,1,0,0,0,0,1,1,1,1,1,6,1,6,13,19,24,12,10,18,.,.
GBRTENW,2006,2,interm,3,37,64,12,6,7,7,8,9,10,8,11,15,21,26,25,39,64,93,169,504,310,833,642,1480,.,.
GBRTENW,2006,2,interm,3,38,29,3,1,1,1,3,1,3,5,5,4,5,12,16,26,39,65,108,336,192,579,475,932,.,.
GBRTENW,2006,2,interm,3,39,0,0,0,0,0,0,0,0,0,0,1,1,8,18,61,210,699,2226,9486,5719,15880,13562,23730,.,.
GBRTENW,2006,2,interm,3,40,0,0,0,0,0,0,1,1,3,9,12,9,18,8,6,2,3,3,4,4,4,5,0,.,.
GBRTENW,2006,2,interm,3,41,0,0,0,1,3,6,8,10,10,7,3,4,1,1,0,0,1,0,2,0,4,0,18,.,.
GBRTENW,2006,2,interm,3,42,0,0,0,0,3,1,0,2,2,2,2,2,1,3,2,10,15,61,137,81,233,221,274,.,.
GBRTENW,2006,2,interm,3,43,42,2,0,0,1,3,2,4,11,20,40,73,97,128,143,183,214,223,126,148,90,78,128,.,.
GBRTENW,2006,2,interm,3,44,0,0,1,0,0,0,1,0,0,0,0,1,2,9,42,116,270,615,1078,949,1297,1269,1388,.,.
GBRTENW,2006,2,interm,3,45,10,4,1,1,1,0,1,1,0,1,1,6,13,37,72,166,424,972,2825,2074,4101,3710,5426,.,.
GBRTENW,2006,2,interm,3,46,10,3,3,3,10,16,9,15,10,13,15,19,12,20,16,28,29,56,94,68,137,113,219,.,.
GBRTENW,2006,2,interm,3,47,83,17,9,9,17,10,8,7,10,11,25,24,28,28,51,61,76,136,200,152,281,240,420,.,.
GBRTENW,2006,2,interm,3,48,3,1,0,0,0,1,0,1,1,2,4,8,6,20,52,74,126,207,331,293,395,382,438,.,.
GBRTENW,2006,2,interm,3,49,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,6,18,92,637,254,1285,931,2484,.,.
GBRTENW,2006,2,interm,3,50,0,0,0,0,0,0,0,0,2,4,7,15,22,47,66,121,266,530,1060,810,1483,1392,1790,.,.
GBRTENW,2006,2,interm,3,51,0,0,1,1,0,0,2,4,13,25,48,81,140,281,570,1186,2206,4064,8396,7019,10732,10185,12587,.,.
GBRTENW,2006,2,interm,3,52,0,0,0,1,0,1,1,3,5,21,32,63,127,226,414,707,1199,1933,3452,3038,4155,4039,4549,.,.
GBRTENW,2006,2,interm,3,53,0,0,1,1,0,0,1,3,2,9,18,48,73,155,353,824,1797,3946,11242,7673,17298,14870,25520,.,.
GBRTENW,2006,2,interm,3,54,13,3,1,1,3,1,3,4,11,15,13,29,36,52,117,191,348,528,1105,941,1385,1314,1626,.,.
GBRTENW,2006,2,interm,3,55,0,1,0,1,0,0,1,3,2,2,8,12,17,22,58,124,285,579,1347,1146,1688,1534,2210,.,.
GBRTENW,2006,2,interm,3,56,0,0,0,1,0,1,0,0,1,0,1,0,2,0,0,2,0,3,23,11,43,39,55,.,.
GBRTENW,2006,2,interm,3,57,10,0,0,0,0,0,1,1,1,1,3,7,15,22,56,165,450,1158,4750,2698,8234,6538,13975,.,.
GBRTENW,2006,2,interm,3,58,71,6,5,5,9,8,9,8,12,18,26,35,49,80,98,207,385,907,3629,2065,6283,5166,10066,.,.
GBRTENW,2006,2,interm,3,59,0,0,1,1,2,2,8,13,30,40,78,104,117,170,235,354,646,1004,1422,1332,1574,1510,1790,.,.
GBRTENW,2006,2,interm,3,60,3,0,0,0,1,1,1,3,2,3,7,16,17,41,65,159,353,749,2057,1539,2935,2750,3562,.,.
GBRTENW,2006,2,interm,3,61,16,0,1,1,1,0,1,1,3,6,12,28,50,107,318,965,2397,5781,18428,12312,28808,24967,41816,.,.
GBRTENW,2006,2,interm,3,62,0,0,0,0,0,0,0,0,0,0,1,2,1,2,13,35,117,301,900,663,1302,1088,2028,.,.
GBRTENW,2006,2,interm,3,63,0,0,0,0,1,1,1,3,2,4,8,10,30,74,164,396,827,1570,3241,2627,4281,3803,5901,.,.
GBRTENW,2006,2,interm,3,64,3,0,0,0,1,3,5,6,12,16,27,28,41,71,125,260,375,578,1116,971,1364,1260,1717,.,.
GBRTENW,2006,2,interm,3,65,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,15,20,0,.,.
GBRTENW,2006,2,interm,3,66,58,6,1,4,5,3,8,6,11,17,30,53,87,155,242,572,1489,3738,15965,8496,28642,21634,52374,.,.
GBRTENW,2006,2,interm,3,67,19,6,0,0,0,0,0,1,1,2,1,6,3,11,24,53,99,227,820,530,1313,1064,2156,.,.
GBRTENW,2006,2,interm,3,68,0,2,1,4,3,1,5,2,2,8,12,13,19,22,29,42,101,159,430,329,600,529,840,.,.
GBRTENW,2006,2,interm,3,69,3,1,0,0,1,1,1,2,0,5,18,59,160,350,721,1284,2359,3588,4364,4111,4793,4774,4859,.,.
GBRTENW,2006,2,interm,3,70,3,0,1,0,1,2,2,1,1,4,5,9,16,19,36,55,143,324,978,616,1594,1353,2411,.,.
GBRTENW,2006,2,interm,3,71,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,6,5,6,7,11,0,0,0,.,.
GBRTENW,2006,2,interm,3,72,6,3,1,1,0,1,2,2,2,2,6,13,26,31,76,154,240,336,499,447,588,578,621,.,.
GBRTENW,2006,2,interm,3,73,16,4,3,2,1,1,1,1,1,4,12,15,17,35,59,141,372,985,3640,2035,6363,4945,11162,.,.
GBRTENW,2006,2,interm,3,74,0,0,0,1,1,1,1,1,2,7,5,12,18,33,69,138,232,414,945,795,1198,1196,1206,.,.
GBRTENW,2006,2,interm,3,75,0,1,1,0,0,0,0,0,0,1,2,7,6,6,20,27,80,142,281,237,355,363,329,.,.
GBRTENW,2006,2,interm,3,76,45,3,0,0,2,1,3,3,8,12,16,34,53,106,200,417,840,1628,3432,2794,4515,4171,5681,.,.
GBRTENW,2006,2,interm,3,77,0,0,0,0,0,1,10,16,49,83,127,139,138,136,100,75,53,27,5,9,0,0,0,.,.
GBRTENW,2006,2,interm,3,78,0,0,0,0,0,1,2,3,6,16,18,39,30,53,62,99,117,123,80,81,77,78,73,.,.
GBRTENW,2006,2,interm,3,79,3,2,0,1,1,0,2,6,6,13,16,26,30,37,48,47,46,56,88,92,80,93,37,.,.
GBRTENW,2006,2,interm,3,80,0,0,1,0,0,0,0,2,1,1,1,5,10,14,30,70,101,228,577,432,824,711,1206,.,.
GBRTENW,2006,2,interm,3,81,0,0,1,1,1,0,2,2,5,5,9,12,13,17,34,31,97,140,231,173,330,304,420,.,.
GBRTENW,2006,2,interm,3,82,13,2,1,1,1,2,2,2,5,8,9,12,15,33,46,85,193,407,1320,859,2102,1735,3343,.,.
GBRTENW,2006,2,interm,3,83,3,0,0,0,0,0,2,0,1,3,4,6,11,15,33,85,159,296,894,575,1436,1245,2083,.,.
GBRTENW,2006,2,interm,3,84,0,2,0,1,2,2,4,4,6,8,8,25,31,62,97,179,366,708,2059,1368,3231,2637,5243,.,.
GBRTENW,2006,2,interm,3,85,3,0,0,0,0,0,2,2,3,2,4,4,7,10,15,29,67,109,198,139,298,294,311,.,.
GBRTENW,2006,2,interm,3,86,0,0,1,0,1,1,1,1,2,4,6,9,10,17,41,79,181,379,1171,768,1857,1559,2868,.,.
GBRTENW,2006,2,interm,3,87,0,0,0,0,0,1,1,2,5,3,8,16,19,40,84,209,433,1069,3518,2185,5780,4891,8787,.,.
GBRTENW,2006,2,interm,3,88,3,0,0,0,0,0,1,2,0,2,3,2,5,6,7,13,23,28,73,62,93,93,91,.,.
GBRTENW,2006,2,interm,3,89,0,0,0,0,3,3,5,6,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2006,2,interm,3,90,2562,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2006,2,interm,3,91,1146,37,5,7,7,8,7,8,12,15,15,12,25,28,33,24,36,35,43,47,35,34,37,.,.
GBRTENW,2006,2,interm,3,92,244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2006,2,interm,3,93,3,10,6,13,51,45,28,22,13,20,19,20,19,20,19,33,48,83,81,71,100,113,55,.,.
GBRTENW,2006,2,interm,3,94,3,3,1,0,0,1,3,1,5,9,13,21,18,30,46,77,191,442,1105,776,1664,1421,2484,.,.
GBRTENW,2006,2,interm,3,95,3,3,0,1,2,2,1,1,1,1,4,2,2,1,2,2,3,4,9,6,12,5,37,.,.
GBRTENW,2006,2,interm,3,96,0,3,2,1,0,2,1,2,0,2,5,6,5,6,8,8,18,26,24,19,31,25,55,.,.
GBRTENW,2006,2,interm,3,97,0,0,0,0,1,1,2,1,1,7,5,4,4,3,2,1,0,0,0,0,0,0,0,.,.
GBRTENW,2006,2,interm,3,98,0,0,1,1,7,13,15,17,12,10,14,14,10,9,6,10,9,15,13,11,16,5,55,.,.
GBRTENW,2006,2,interm,3,99,29,7,3,1,2,1,3,1,1,3,2,6,1,10,6,5,17,31,60,38,97,98,91,.,.
GBRTENW,2006,2,interm,3,100,0,0,0,1,14,19,34,30,40,29,52,47,44,48,30,24,27,33,39,38,39,39,37,.,.
GBRTENW,2006,2,interm,3,101,6,1,1,0,2,4,2,2,1,1,2,1,1,2,0,0,0,0,3,2,4,0,18,.,.
