country,year,sex,list,agf,cause,total,d0,d1,d5,d10,d15,d20,d25,d30,d35,d40,d45,d50,d55,d60,d65,d70,d75,d80,d85p,d85,d90p,d90,d95p,d95,d100p
GBRTENW,2013,2,interm,3,37,964.64,16.49,11.3,2,11,14.3,19.3,24.4,17.44,20.3,22.27,36.34,41.27,42.27,58.3,68.13,86.15,99.23,119.05,255.12,111.44,143.68,92.12,51.56,.,.
GBRTENW,2013,2,interm,3,38,527.76,2.06,6.16,2,3,0,3.05,4.07,6.15,10.15,7.08,8.08,20.13,14.09,27.14,35.07,48.09,61.14,72.64,197.67,76.68,120.99,74.12,46.87,.,.
GBRTENW,2013,2,interm,3,39,26530.97,0,0,0,0,0,0,0,0,0,1.01,8.08,8.05,34.22,67.34,183.34,445.8,1519.55,4086.05,20177.52,7443.22,12734.3,8330.6,4403.7,.,.
GBRTENW,2013,2,interm,3,40,136.09,0,0,0,0,0,0,1.02,6.15,8.12,15.18,10.1,22.14,17.11,17.09,16.03,9.02,8.02,4.04,2.08,1.02,1.06,1.06,0,.,.
GBRTENW,2013,2,interm,3,41,29.42,0,0,0,1,2.04,1.02,5.08,4.1,4.06,4.05,7.07,1.01,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2013,2,interm,3,42,203.75,0,0,0,2,3.06,4.06,5.08,2.05,7.1,4.05,3.03,6.04,4.03,3.02,5.01,10.02,16.04,28.25,100.92,49.08,51.84,41.29,10.55,.,.
GBRTENW,2013,2,interm,3,43,1859.98,11.33,8.22,0,0,1.02,3.05,8.13,3.08,9.13,33.4,83.79,107.7,140.92,214.09,290.54,263.47,268.63,225.99,187.48,135.98,51.5,44.47,7.03,.,.
GBRTENW,2013,2,interm,3,44,1858.13,0,2.05,1,0,1.02,0,1.02,0,0,1.01,1.01,1.01,3.02,9.05,47.09,108.19,252.59,507.48,922.59,530.64,391.96,323.99,67.97,.,.
GBRTENW,2013,2,interm,3,45,7619.18,2.06,5.13,2,1,1.02,1.02,0,0,4.06,4.05,8.08,12.08,30.2,85.44,169.32,300.54,671.57,1427.59,4894.04,2161.4,2732.64,1899.48,833.16,.,.
GBRTENW,2013,2,interm,3,46,480.55,8.24,11.3,4,6,16.34,16.25,21.35,20.51,16.24,24.29,26.25,16.1,20.13,31.16,32.06,28.05,32.07,52.46,97.74,49.08,48.66,38.12,10.55,.,.
GBRTENW,2013,2,interm,3,47,842.06,22.67,10.27,8,9,11.24,11.17,17.28,16.41,9.13,31.38,32.31,31.2,51.33,53.27,70.13,87.16,83.19,107.95,178.97,106.33,72.63,55.06,17.58,.,.
GBRTENW,2013,2,interm,3,48,663.14,0,0,0,0,0,1.02,1.02,1.03,2.03,5.06,4.04,12.08,11.07,22.11,42.08,52.09,97.23,137.21,275.09,158.48,116.61,93.17,23.44,.,.
GBRTENW,2013,2,interm,3,49,991.31,0,0,0,0,0,0,0,0,0,1.01,2.02,0,3.02,2.01,10.02,24.04,32.07,93.83,823.28,224.93,598.35,333.52,264.83,.,.
GBRTENW,2013,2,interm,3,50,2016.96,0,0,0,0,0,0,0,0,4.06,7.08,16.15,29.19,34.22,73.37,104.19,143.26,206.48,340,1058.94,442.71,616.23,440.46,175.77,.,.
GBRTENW,2013,2,interm,3,51,9988.04,2.06,0,0,0,1.02,1.02,3.05,10.26,23.34,41.5,60.57,140.91,202.31,302.54,511.95,737.32,1238.9,1841.24,4870.04,2298.4,2571.64,1870.89,700.75,.,.
GBRTENW,2013,2,interm,3,52,5053.85,0,0,0,0,0,1.02,3.05,1.03,11.16,32.39,67.64,104.68,147.96,256.31,365.68,485.87,701.64,949.38,1926.05,1017.31,908.75,686.1,222.65,.,.
GBRTENW,2013,2,interm,3,53,11899.16,0,0,1,0,0,1.02,1.02,1.03,7.1,15.18,32.31,85.55,109.71,174.89,354.66,593.06,1110.6,2083.38,7328.65,2865.84,4462.81,2937.1,1525.71,.,.
GBRTENW,2013,2,interm,3,54,1747.24,1.03,2.05,0,0,2.04,3.05,2.03,5.13,13.19,28.34,32.31,34.22,60.39,74.38,109.2,136.24,240.56,323.86,679.21,334.33,344.88,271.05,73.82,.,.
GBRTENW,2013,2,interm,3,55,2792.61,0,1.03,1,0,0,0,3.05,1.03,3.04,6.07,9.09,12.08,26.17,49.25,80.15,152.27,255.6,544.81,1647.98,738.19,909.79,654.34,255.46,.,.
GBRTENW,2013,2,interm,3,56,55.15,1.03,0,0,1,0,2.03,2.03,3.08,3.04,6.07,3.03,3.02,1.01,4.02,3.01,6.01,4.01,2.02,10.75,5.11,5.63,2.12,3.52,.,.
GBRTENW,2013,2,interm,3,57,3313.22,0,0,0,0,0,0,0,1.03,1.01,2.02,6.06,10.07,16.1,21.11,49.09,91.16,224.52,506.47,2384.57,802.6,1581.97,987.86,594.11,.,.
GBRTENW,2013,2,interm,3,58,6487.95,17.52,7.19,4,6,4.09,8.13,11.18,20.51,18.27,39.47,53.51,60.39,97.63,94.48,154.29,225.4,403.94,902.97,4358.98,1445.7,2913.28,1766.07,1147.21,.,.
GBRTENW,2013,2,interm,3,59,4542.57,1.03,1.03,1,2,5.11,4.06,14.23,17.44,27.4,63.76,103.99,148.96,180.17,189.97,292.54,378.68,650.52,844.45,1616.23,862.92,753.31,583.4,169.91,.,.
GBRTENW,2013,2,interm,3,60,2152.77,2.06,1.03,0,0,1.02,1.02,1.02,4.1,1.01,8.1,17.16,14.09,25.16,46.24,74.14,124.22,249.58,367.24,1215.57,534.73,680.85,482.81,198.04,.,.
GBRTENW,2013,2,interm,3,61,14360.82,3.09,2.05,0,0,1.02,1.02,1.02,4.1,4.06,9.11,17.16,35.23,68.44,113.58,234.44,503.9,1146.68,2380,9835.91,3671.51,6164.4,4099.65,2064.75,.,.
GBRTENW,2013,2,interm,3,62,549.08,0,0,0,0,0,0,0,0,0,0,1.01,2.01,1.01,2.01,14.03,23.04,54.13,98.87,352.98,142.12,210.86,132.35,78.51,.,.
GBRTENW,2013,2,interm,3,63,4111.71,2.06,1.03,0,0,0,1.02,5.08,7.18,7.1,7.08,23.22,18.12,45.29,78.4,161.3,305.55,520.22,847.48,2081.59,994.81,1086.77,752.8,333.97,.,.
GBRTENW,2013,2,interm,3,64,1926.15,3.09,0,0,0,1.02,7.11,4.07,7.18,12.18,27.33,53.51,55.36,54.35,79.4,138.26,190.34,239.56,350.09,703.31,399.77,303.54,219.17,84.37,.,.
GBRTENW,2013,2,interm,3,65,85.65,0,2.05,3,0,1.02,0,2.03,1.03,0,2.02,2.02,4.03,3.02,6.03,6.01,2,7.02,7.06,37.3,15.34,21.97,13.76,8.2,.,.
GBRTENW,2013,2,interm,3,66,16128.84,8.24,7.19,1,0,1.02,9.14,5.08,15.38,19.28,38.46,46.44,69.45,104.68,191.98,272.51,523.94,1053.46,2163.08,11598.5,3720.59,7877.91,4535.88,3342.03,.,.
GBRTENW,2013,2,interm,3,67,1044,4.12,6.16,2,0,0,0,0,1.03,2.03,2.02,5.05,1.01,6.04,9.05,13.02,32.06,54.13,114.01,792.28,226.98,565.3,302.82,262.49,.,.
GBRTENW,2013,2,interm,3,68,787.56,0,1.03,3,9,3.06,1.02,5.08,3.08,6.09,13.16,13.12,16.1,16.1,21.11,20.04,41.07,63.15,118.04,434.3,141.09,293.21,184.23,108.98,.,.
GBRTENW,2013,2,interm,3,69,14446,0,0,0,0,0,2.03,0,2.05,4.06,25.3,40.38,129.84,280.82,668.41,1192.22,1663.99,2380.56,3013.59,5042.74,2818.81,2223.93,1714.19,509.74,.,.
GBRTENW,2013,2,interm,3,70,1658.46,0,0,0,0,1.02,1.02,1.02,2.05,3.04,5.06,10.1,15.1,23.15,31.16,37.07,69.12,158.37,259.29,1041.89,404.88,637.02,421.4,215.61,.,.
GBRTENW,2013,2,interm,3,71,54.44,0,0,0,0,0,0,0,0,0,0,2.02,1.01,3.02,2.01,9.02,13.02,7.02,9.08,8.25,6.13,2.12,2.12,0,.,.
GBRTENW,2013,2,interm,3,72,2052.01,1.03,1.03,0,0,0,1.02,2.03,3.08,3.04,7.08,11.11,20.13,40.26,77.39,160.3,227.41,372.87,462.08,662.15,355.8,306.35,247.76,58.59,.,.
GBRTENW,2013,2,interm,3,73,4429.32,6.18,4.11,2,1,1.02,1.02,4.07,4.1,2.03,11.13,13.12,23.15,29.19,61.31,70.13,106.19,224.52,592.22,3272.82,1030.6,2242.22,1268.44,973.78,.,.
GBRTENW,2013,2,interm,3,74,970.97,0,0,0,0,0,0,2.03,2.05,2.03,9.11,6.06,20.13,31.2,35.18,64.12,71.13,108.25,180.59,439.08,217.78,221.31,166.23,55.08,.,.
GBRTENW,2013,2,interm,3,75,594.54,0,0,0,0,0,0,0,1.03,0,2.02,2.02,4.03,6.04,21.11,21.04,34.06,76.18,126.11,300.91,137,163.91,111.17,52.73,.,.
GBRTENW,2013,2,interm,3,76,4932.48,1.03,4.11,4,0,6.13,4.06,5.08,4.1,7.1,25.3,33.32,53.35,73.48,130.67,267.5,394.71,612.43,922.14,2383.98,1168.63,1215.35,909.51,305.85,.,.
GBRTENW,2013,2,interm,3,77,1531.55,0,0,0,0,0,1.02,11.18,40,84.23,142.71,216.05,249.62,251.63,242.24,148.28,68.12,49.11,20.18,7.19,6.13,1.06,1.06,0,.,.
GBRTENW,2013,2,interm,3,78,727.3,0,0,1,0,1.02,1.02,3.05,5.13,9.13,15.18,34.33,45.29,58.38,74.38,88.16,82.15,101.24,106.94,100.9,66.46,34.45,28.59,5.86,.,.
GBRTENW,2013,2,interm,3,79,628.47,1.03,0,0,0,0,0,2.03,7.18,13.19,21.25,27.26,37.24,50.33,56.29,83.15,80.14,81.19,67.6,100.58,55.21,45.37,36,9.37,.,.
GBRTENW,2013,2,interm,3,80,1311.22,0,0,0,0,1.02,0,3.05,1.03,3.04,2.02,6.06,12.08,12.08,29.15,47.09,75.13,160.37,260.3,698.79,317.97,380.82,263.64,117.18,.,.
GBRTENW,2013,2,interm,3,81,582.56,0,0,0,1,1.02,3.05,1.02,3.08,11.16,14.17,21.2,17.11,24.16,28.14,44.08,60.11,80.19,78.69,194.38,101.22,93.16,60.35,32.81,.,.
GBRTENW,2013,2,interm,3,82,1692.33,0,1.03,2,2,0,1.02,2.03,4.1,7.1,9.11,20.19,22.14,35.23,39.2,51.1,87.16,146.34,242.14,1020.45,447.82,572.63,376.93,195.69,.,.
GBRTENW,2013,2,interm,3,83,1154.51,0,1.03,0,0,0,1.02,2.03,2.05,1.01,4.05,11.11,11.07,18.12,30.15,41.08,89.16,122.29,199.76,620.59,257.65,362.94,244.58,118.35,.,.
GBRTENW,2013,2,interm,3,84,2953.21,0,1.03,2,2,1.02,3.05,6.1,15.38,9.13,10.12,21.2,33.22,44.29,70.36,140.26,203.37,323.76,530.68,1536.25,622.65,913.59,607.75,305.85,.,.
GBRTENW,2013,2,interm,3,85,1322.02,0,3.08,0,0,1.02,0,0,2.05,4.06,7.08,2.02,10.07,12.08,19.1,38.07,51.09,99.23,196.74,876.34,295.48,580.86,354.7,226.16,.,.
GBRTENW,2013,2,interm,3,86,1131.9,0,0,1,0,0,1.02,1.02,2.05,0,7.08,4.04,12.08,14.09,26.13,35.07,59.11,128.3,176.56,664.36,284.23,380.13,237.17,142.96,.,.
GBRTENW,2013,2,interm,3,87,3248.61,0,0,0,2,0,0,1.02,2.05,1.01,4.05,9.09,12.08,23.15,33.17,98.18,144.26,297.7,527.66,2093.2,764.77,1328.43,849.15,479.27,.,.
GBRTENW,2013,2,interm,3,88,103.35,1.03,0,0,0,0,0,1.02,0,0,6.07,6.06,3.02,6.04,4.02,6.01,14.03,7.02,9.08,39.96,23.52,16.45,10.59,5.86,.,.
GBRTENW,2013,2,interm,3,89,47.84,0,0,0,0,2.04,6.09,12.2,11.28,12.18,3.04,1.01,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2013,2,interm,3,90,647.05,642.94,4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2013,2,interm,3,91,756.45,307.05,33.89,15,16,11.24,14.22,11.18,14.36,12.18,16.19,28.27,34.22,41.27,47.24,31.06,27.05,22.05,35.31,38.68,23.52,15.16,11.65,3.52,.,.
GBRTENW,2013,2,interm,3,92,73.14,69.03,4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2013,2,interm,3,93,384.14,0,5.13,3,5,36.77,31.49,27.45,23.59,20.3,14.17,23.22,20.13,17.11,16.08,15.03,18.03,40.09,33.29,34.25,22.49,11.76,10.59,1.17,.,.
GBRTENW,2013,2,interm,3,94,2180.33,0,1.03,2,2,0,7.11,3.05,4.1,10.15,21.25,16.15,33.22,37.24,37.19,74.14,106.19,202.47,377.33,1245.7,532.68,713.02,499.75,213.27,.,.
GBRTENW,2013,2,interm,3,95,53.5,0,2.05,1,2,1.02,0,1.02,2.05,3.04,4.05,2.02,6.04,5.03,4.02,2,4.01,9.02,2.02,3.1,2.04,1.06,1.06,0,.,.
GBRTENW,2013,2,interm,3,96,108.82,1.03,1.03,1,0,1.02,0,4.07,5.13,2.03,3.04,4.04,4.03,5.03,6.03,10.02,6.01,12.03,20.18,23.12,11.25,11.87,9.53,2.34,.,.
GBRTENW,2013,2,interm,3,97,133.17,0,0,0,0,1.02,1.02,2.03,7.18,8.12,17.21,26.25,22.14,15.1,14.07,15.03,3.01,1,0,0,0,0,0,0,.,.
GBRTENW,2013,2,interm,3,98,536.99,0,0,0,2,10.21,22.35,46.76,66.66,66.97,70.85,62.59,54.35,46.3,22.11,16.03,14.03,13.03,12.11,10.63,2.04,8.58,7.41,1.17,.,.
GBRTENW,2013,2,interm,3,99,229.6,7.21,4.11,0,3,3.06,5.08,2.03,4.1,4.06,9.11,6.06,12.08,15.1,15.08,5.01,14.03,23.05,32.28,65.15,25.56,39.59,24.35,15.23,.,.
GBRTENW,2013,2,interm,3,100,823.78,0,0,0,1,14.3,49.77,36.59,64.61,80.17,79.96,109.03,92.6,81.53,44.23,46.09,27.05,35.08,29.26,32.51,18.4,14.1,10.59,3.52,.,.
GBRTENW,2013,2,interm,3,101,20.47,0,0,2,0,0,1.02,1.02,0,1.01,2.02,2.02,1.01,2.01,2.01,2,1,1,0,2.34,0,2.34,0,2.34,.,.
GBRTENW,2013,2,interm,3,102,313.27,0,1.03,0,1,9.19,12.19,23.38,25.64,31.46,38.46,38.36,30.2,20.13,17.09,18.03,13.02,6.01,9.08,19,11.25,7.75,4.24,3.52,.,.
GBRTENW,2013,2,interm,3,103,425.78,3.09,1.03,1,1,2.04,4.06,5.08,4.1,3.04,7.08,8.08,15.1,14.09,25.13,34.06,49.09,68.16,68.61,111.93,56.23,55.69,38.12,17.58,.,.
GBRTENW,2013,2,interm,3,104,2008.24,9.27,14.38,4,4,11.24,24.38,21.35,24.61,18.27,22.27,17.16,22.14,12.08,22.11,42.08,52.09,122.29,254.24,1310.28,449.86,860.42,524.1,336.31,.,.
GBRTENW,2014,2,interm,3,0,256282,1229,198,130,119,293,413,558,861,1198,2125,3286,4856,6501,9677,14938,19268,27917,41029,121686,50909,70777,47921,22856,.,.
GBRTENW,2014,2,interm,3,1,394.53,2.08,1.04,0,1.01,0,0,0,0,0,0,1.01,1.01,3.01,12.03,13.03,23.04,44.09,70.67,222.51,85.93,136.58,94.49,42.09,.,.
GBRTENW,2014,2,interm,3,2,449.38,0,0,0,0,1.04,2.04,0,1.02,0,1.01,2.02,3.02,4.02,11.03,30.07,27.04,46.1,82.78,238.21,111.5,126.7,88.12,38.59,.,.
GBRTENW,2014,2,interm,3,3,150.44,0,0,0,0,0,0,0,1.02,4.08,0,3.03,6.03,4.02,10.03,5.01,21.03,22.05,25.24,48.91,34.78,14.12,10.62,3.51,.,.
GBRTENW,2014,2,interm,3,4,1385.77,5.2,1.04,1.02,2.02,2.07,0,4.09,4.09,5.1,12.13,15.14,24.12,22.11,50.14,63.14,99.16,135.28,254.4,685.52,300.75,384.77,276.02,108.74,.,.
GBRTENW,2014,2,interm,3,5,138.66,7.28,0,2.03,2.02,0,2.04,1.02,2.04,2.04,1.01,0,3.02,2.01,3.01,9.02,12.02,17.04,15.14,57.92,26.6,31.33,25.48,5.85,.,.
GBRTENW,2014,2,interm,3,6,35.34,0,0,0,0,0,2.04,0,2.04,4.08,6.07,5.05,6.03,3.01,2.01,1,4.01,0,0,0,0,0,0,0,.,.
GBRTENW,2014,2,interm,3,7,87.65,0,0,0,0,0,0,1.02,2.04,3.06,6.07,6.06,13.07,15.07,12.03,9.02,7.01,6.01,4.04,3.15,1.02,2.12,2.12,0,.,.
GBRTENW,2014,2,interm,3,8,180.31,8.32,4.17,2.03,0,3.11,5.1,3.07,5.11,4.08,2.02,3.03,6.03,5.02,12.03,26.06,16.03,15.03,18.17,41.91,12.28,29.63,19.11,10.52,.,.
GBRTENW,2014,2,interm,3,9,81.19,0,0,1.02,0,1.04,0,0,0,0,4.04,5.05,4.02,5.02,3.01,9.02,12.02,6.01,9.09,21.86,14.32,7.54,6.37,1.17,.,.
GBRTENW,2014,2,interm,3,10,777.96,0,0,0,0,1.04,0,2.04,1.02,3.06,16.18,28.26,33.17,65.32,85.24,104.23,78.13,89.19,104.99,166.1,80.81,85.28,58.39,26.89,.,.
GBRTENW,2014,2,interm,3,11,2240.33,0,0,0,0,0,0,1.02,2.04,6.12,11.12,16.15,60.31,94.46,162.45,236.52,249.41,351.73,400.78,648.2,353.95,294.25,234.62,59.63,.,.
GBRTENW,2014,2,interm,3,12,1433.19,0,0,0,0,2.07,2.04,10.22,9.19,11.22,29.32,24.22,39.2,48.24,70.2,92.2,160.27,247.51,260.46,426.83,252.67,174.15,139.07,35.08,.,.
GBRTENW,2014,2,interm,3,13,4226.9,0,0,0,0,1.04,2.04,5.11,20.43,17.35,35.38,54.5,86.45,146.72,204.57,321.71,436.73,576.2,842.95,1475.74,789.73,686.01,534,152.01,.,.
GBRTENW,2014,2,interm,3,14,2471.61,0,0,0,0,0,1.02,3.07,14.3,11.22,30.33,53.49,76.39,120.59,167.47,237.52,262.44,346.72,401.79,745.26,398.96,346.3,263.28,83.02,.,.
GBRTENW,2014,2,interm,3,15,1823.93,0,1.04,0,0,1.04,2.04,2.04,1.02,7.14,12.13,23.21,42.22,88.44,123.34,213.47,242.4,293.61,319.01,451.77,263.93,187.85,153.94,33.91,.,.
GBRTENW,2014,2,interm,3,16,4001.12,0,0,0,0,0,1.02,1.02,5.11,6.12,22.24,54.5,99.51,182.9,306.86,460.02,563.94,661.37,717.77,918.74,519.67,399.08,307.87,91.2,.,.
GBRTENW,2014,2,interm,3,17,2154.31,0,0,0,0,0,0,2.04,6.13,12.25,25.27,25.23,48.25,92.46,115.32,167.37,241.4,278.58,383.62,756.39,410.21,346.18,276.02,70.16,.,.
GBRTENW,2014,2,interm,3,18,128.89,0,0,0,0,0,0,0,1.02,1.02,0,4.04,7.04,6.03,12.03,19.04,23.04,23.05,17.16,15.42,13.3,2.12,2.12,0,.,.
GBRTENW,2014,2,interm,3,19,14059.93,0,0,0,1.01,0,0,1.02,8.17,11.22,52.57,198.82,398.05,758.73,1311.66,2039.51,2244.73,2287.75,2113.94,2632.75,1644.93,987.82,844,143.82,.,.
GBRTENW,2014,2,interm,3,20,1212.4,0,0,1.02,1.01,0,3.06,13.29,15.32,9.18,35.38,39.36,57.29,51.25,74.21,101.22,125.21,123.26,160.51,401.83,182.09,219.74,150.75,68.99,.,.
GBRTENW,2014,2,interm,3,21,10280.9,0,0,0,0,0,1.02,19.42,62.3,130.62,278.01,502.59,695.58,727.58,811.26,1055.33,1030.71,1121.33,1257.86,2587.29,1228.58,1358.7,922.56,436.14,.,.
GBRTENW,2014,2,interm,3,22,789.66,0,0,0,0,1.04,9.18,27.59,33.7,48.98,51.56,56.52,47.24,57.28,79.22,63.14,72.12,77.16,69.66,95.27,55.24,40.03,31.85,8.18,.,.
GBRTENW,2014,2,interm,3,23,1924.83,0,0,0,0,0,0,2.04,0,11.22,14.15,23.21,77.4,102.5,163.46,283.63,286.48,289.6,299.83,371.3,215.85,155.46,127.4,28.06,.,.
GBRTENW,2014,2,interm,3,24,3609.19,0,0,0,1.01,1.04,1.02,3.07,10.21,25.51,48.53,92.85,181.94,225.11,384.07,512.13,538.89,549.14,470.44,564.25,361.11,203.14,164.55,38.59,.,.
GBRTENW,2014,2,interm,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2014,2,interm,3,26,623.26,0,0,0,0,0,0,1.02,0,2.04,8.09,12.11,23.12,32.16,46.13,55.12,75.12,84.17,98.93,185.24,94.11,91.13,58.39,32.74,.,.
GBRTENW,2014,2,interm,3,27,1570.68,0,0,0,0,0,0,1.02,1.02,4.08,8.09,16.15,34.18,31.15,64.18,93.21,169.28,213.44,279.64,655.24,334.51,320.73,227.19,93.54,.,.
GBRTENW,2014,2,interm,3,28,1450.81,0,5.21,3.05,1.01,1.04,1.02,1.02,1.02,2.04,12.13,25.23,48.25,54.27,87.24,160.35,184.31,194.4,280.65,388.58,216.87,171.71,140.14,31.57,.,.
GBRTENW,2014,2,interm,3,29,1542.84,1.04,8.34,20.31,6.05,8.28,13.26,13.29,31.66,25.51,50.55,75.69,98.51,135.67,166.46,211.47,199.33,179.37,158.49,139.56,94.11,45.45,36.1,9.35,.,.
GBRTENW,2014,2,interm,3,30,1759.89,1.04,8.34,5.08,5.04,11.39,7.14,12.26,17.36,16.33,29.32,33.3,38.2,64.32,82.23,160.35,204.34,247.51,322.04,494.3,251.65,242.65,190.03,52.62,.,.
GBRTENW,2014,2,interm,3,31,3346.59,0,1.04,0,1.01,2.07,8.16,10.22,12.26,13.27,23.25,45.41,81.42,111.55,190.53,332.74,432.72,539.12,608.74,933.09,555.47,377.61,300.44,77.17,.,.
GBRTENW,2014,2,interm,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2014,2,interm,3,33,6870.01,0,9.38,10.16,8.07,15.53,15.3,24.53,21.45,33.67,66.72,130.19,206.06,283.39,421.18,698.54,772.28,1055.19,1150.86,1947.51,1055.7,891.81,695.37,196.44,.,.
GBRTENW,2014,2,interm,3,34,1687.22,2.08,4.17,0,0,2.07,2.04,4.09,10.21,8.16,19.21,15.14,21.11,43.21,56.16,103.23,136.23,188.39,290.74,780.98,375.43,405.55,313.18,92.37,.,.
GBRTENW,2014,2,interm,3,35,2863.45,0,1.04,0,1.01,1.04,2.04,10.22,12.26,11.22,23.25,29.27,36.19,54.27,77.22,129.29,209.35,303.63,491.64,1470.53,628.1,842.43,571.16,271.27,.,.
GBRTENW,2014,2,interm,3,36,57.07,0,1.04,0,0,0,0,1.02,1.02,3.06,2.02,2.02,1.01,0,6.02,8.02,3,6.01,4.04,18.79,11.25,7.54,6.37,1.17,.,.
GBRTENW,2014,2,interm,3,37,947.58,12.48,7.29,8.12,6.05,12.42,26.51,14.31,13.28,19.39,18.2,32.29,33.17,38.19,48.13,66.15,91.15,99.21,117.1,284.12,108.43,175.69,100.86,74.83,.,.
GBRTENW,2014,2,interm,3,38,499.56,3.12,4.17,4.06,1.01,3.11,3.06,3.07,11.23,7.14,9.1,14.13,11.06,17.08,14.04,34.08,34.06,56.12,59.56,210.37,75.7,134.67,90.24,44.43,.,.
GBRTENW,2014,2,interm,3,39,28036.59,0,0,0,0,0,0,0,0,0,0,2.02,2.01,16.08,38.11,167.37,516.86,1653.44,4259.17,21381.54,7566.89,13814.65,9183.12,4631.54,.,.
GBRTENW,2014,2,interm,3,40,160.55,0,0,0,0,0,1.02,4.09,8.17,14.29,11.12,22.2,20.1,23.11,10.03,20.04,11.02,6.01,4.04,5.3,3.07,2.23,1.06,1.17,.,.
GBRTENW,2014,2,interm,3,41,25.43,0,0,0,0,0,2.04,5.11,5.11,6.12,3.03,1.01,1.01,0,0,2,0,0,0,0,0,0,0,0,.,.
GBRTENW,2014,2,interm,3,42,204.04,0,0,2.03,3.03,0,1.02,5.11,3.06,3.06,1.01,2.02,4.02,6.03,6.02,5.01,10.02,13.03,36.34,103.23,47.06,56.17,45.65,10.52,.,.
GBRTENW,2014,2,interm,3,43,1876.55,8.32,3.13,0,3.03,3.11,1.02,4.09,8.17,15.31,31.34,88.81,114.59,148.73,205.57,294.65,291.48,253.53,240.27,161.42,111.5,49.91,38.22,11.69,.,.
GBRTENW,2014,2,interm,3,44,2268.88,0,0,1.02,0,1.04,0,1.02,0,0,0,3.03,2.01,8.04,25.07,63.14,155.26,367.76,615.81,1025.69,552.4,473.28,383.25,90.03,.,.
GBRTENW,2014,2,interm,3,45,8636.85,0,3.13,0,2.02,1.04,2.04,0,0,0,0,4.04,5.03,15.07,73.2,170.38,305.51,737.53,1565.77,5752.1,2378.4,3373.7,2418.4,955.31,.,.
GBRTENW,2014,2,interm,3,46,384.61,1.04,5.21,3.05,3.03,13.46,19.38,13.29,11.23,18.37,20.22,26.24,23.12,20.1,30.08,18.04,17.03,28.06,26.25,87.43,40.92,46.51,37.16,9.35,.,.
GBRTENW,2014,2,interm,3,47,945.17,19.76,9.38,11.17,14.12,17.6,11.22,10.22,18.38,21.43,26.28,27.25,37.19,46.23,62.17,88.19,97.16,125.26,114.08,188.07,92.07,96.01,67.94,28.06,.,.
GBRTENW,2014,2,interm,3,48,553.44,0,1.04,0,0,0,0,1.02,0,2.04,4.04,7.06,11.06,11.05,19.05,28.06,40.07,89.19,121.14,218.61,126.85,91.76,63.7,28.06,.,.
GBRTENW,2014,2,interm,3,49,1028.87,0,0,0,0,0,0,0,0,0,0,0,0,1,3.01,8.02,19.03,36.07,118.11,843.62,181.07,662.55,338.66,323.89,.,.
GBRTENW,2014,2,interm,3,50,2798.58,1.04,0,0,0,0,0,1.02,0,4.08,7.08,19.18,32.17,56.28,74.21,114.25,167.28,259.54,459.33,1603.13,597.41,1005.72,644.41,361.31,.,.
GBRTENW,2014,2,interm,3,51,9147.19,1.04,0,0,0,0,1.02,2.04,7.15,14.29,34.37,86.79,136.7,177.88,316.88,500.1,732.22,1102.29,1698.02,4336.4,2074.58,2261.82,1667.82,594,.,.
GBRTENW,2014,2,interm,3,52,4482.18,0,0,0,0,0,2.04,3.07,3.06,6.12,22.24,57.53,84.43,135.67,224.63,338.75,443.74,698.45,829.83,1632.63,869.52,763.11,592.39,170.72,.,.
GBRTENW,2014,2,interm,3,53,11376.7,0,0,1.02,0,0,1.02,1.02,6.13,11.22,18.2,27.25,67.35,118.58,194.54,343.76,550.91,1023.13,1833.29,7179.28,2809.07,4370.21,2865.34,1504.87,.,.
GBRTENW,2014,2,interm,3,54,1692.48,0,0,1.02,0,2.07,3.06,6.13,11.23,19.39,20.22,35.32,26.13,42.21,58.16,105.23,164.27,235.49,282.67,679.87,331.44,348.43,265.41,83.02,.,.
GBRTENW,2014,2,interm,3,55,2816.26,0,0,0,0,2.07,0,3.07,1.02,3.06,4.04,13.12,14.07,22.11,45.13,79.17,128.21,291.61,505.77,1703.8,739.61,964.2,696.43,267.77,.,.
GBRTENW,2014,2,interm,3,56,50.69,0,1.04,0,0,2.07,3.06,4.09,1.02,1.02,1.01,3.03,2.01,2.01,4.01,2,1,5.01,3.03,15.28,6.14,9.14,2.12,7.02,.,.
GBRTENW,2014,2,interm,3,57,2611.63,0,0,0,0,0,1.02,1.02,0,0,3.03,3.03,7.04,13.06,22.06,43.1,82.14,170.35,353.33,1912.45,662.88,1249.57,811.09,438.48,.,.
