country,year,sex,list,cause,cdr
GBRTENW,2006,1,interm,92,4
GBRTENW,2006,1,interm,93,88
GBRTENW,2006,1,interm,94,61
GBRTENW,2006,1,interm,95,5
GBRTENW,2006,1,interm,96,7
GBRTENW,2006,1,interm,97,4
GBRTENW,2006,1,interm,98,25
GBRTENW,2006,1,interm,99,10
GBRTENW,2006,1,interm,100,99
GBRTENW,2006,1,interm,101,3
GBRTENW,2006,1,interm,102,51
GBRTENW,2006,1,interm,103,8
GBRTENW,2006,1,interm,104,56
GBRTENW,2007,1,interm,0,9031
GBRTENW,2007,1,interm,1,55
GBRTENW,2007,1,interm,2,1
GBRTENW,2007,1,interm,3,8
GBRTENW,2007,1,interm,4,38
GBRTENW,2007,1,interm,5,8
GBRTENW,2007,1,interm,6,6
GBRTENW,2007,1,interm,7,6
GBRTENW,2007,1,interm,8,5
GBRTENW,2007,1,interm,9,4
GBRTENW,2007,1,interm,10,47
GBRTENW,2007,1,interm,11,160
GBRTENW,2007,1,interm,12,109
GBRTENW,2007,1,interm,13,167
GBRTENW,2007,1,interm,14,113
GBRTENW,2007,1,interm,15,62
GBRTENW,2007,1,interm,16,125
GBRTENW,2007,1,interm,17,60
GBRTENW,2007,1,interm,18,20
GBRTENW,2007,1,interm,19,639
GBRTENW,2007,1,interm,20,48
GBRTENW,2007,1,interm,21,3
GBRTENW,2007,1,interm,22,0
GBRTENW,2007,1,interm,23,0
GBRTENW,2007,1,interm,24,0
GBRTENW,2007,1,interm,25,350
GBRTENW,2007,1,interm,26,6
GBRTENW,2007,1,interm,27,111
GBRTENW,2007,1,interm,28,76
GBRTENW,2007,1,interm,29,69
GBRTENW,2007,1,interm,30,85
GBRTENW,2007,1,interm,31,137
GBRTENW,2007,1,interm,32,20
GBRTENW,2007,1,interm,33,290
GBRTENW,2007,1,interm,34,63
GBRTENW,2007,1,interm,35,95
GBRTENW,2007,1,interm,36,1
GBRTENW,2007,1,interm,37,27
GBRTENW,2007,1,interm,38,17
GBRTENW,2007,1,interm,39,163
GBRTENW,2007,1,interm,40,11
GBRTENW,2007,1,interm,41,25
GBRTENW,2007,1,interm,42,4
GBRTENW,2007,1,interm,43,55
GBRTENW,2007,1,interm,44,97
GBRTENW,2007,1,interm,45,74
GBRTENW,2007,1,interm,46,21
GBRTENW,2007,1,interm,47,38
GBRTENW,2007,1,interm,48,12
GBRTENW,2007,1,interm,49,7
GBRTENW,2007,1,interm,50,59
GBRTENW,2007,1,interm,51,670
GBRTENW,2007,1,interm,52,451
GBRTENW,2007,1,interm,53,581
GBRTENW,2007,1,interm,54,52
GBRTENW,2007,1,interm,55,65
GBRTENW,2007,1,interm,56,1
GBRTENW,2007,1,interm,57,122
GBRTENW,2007,1,interm,58,124
GBRTENW,2007,1,interm,59,119
GBRTENW,2007,1,interm,60,73
GBRTENW,2007,1,interm,61,467
GBRTENW,2007,1,interm,62,22
GBRTENW,2007,1,interm,63,231
GBRTENW,2007,1,interm,64,58
GBRTENW,2007,1,interm,65,1
GBRTENW,2007,1,interm,66,431
GBRTENW,2007,1,interm,67,26
GBRTENW,2007,1,interm,68,13
GBRTENW,2007,1,interm,69,482
GBRTENW,2007,1,interm,70,55
GBRTENW,2007,1,interm,71,11
GBRTENW,2007,1,interm,72,80
GBRTENW,2007,1,interm,73,101
GBRTENW,2007,1,interm,74,52
GBRTENW,2007,1,interm,75,13
